澳门元,88.88,85.9,89.23,92.2,88.6,2023.06.19 16:30:46
澳门元,88.88,85.9,89.23,92.2,88.6,2023.06.19 16:28:30
澳门元,88.88,85.9,89.23,92.2,88.6,2023.06.19 16:17:06
澳门元,88.88,85.9,89.23,92.2,88.6,2023.06.19 16:14:05
澳门元,88.89,85.91,89.24,92.21,88.6,2023.06.19 16:09:37
澳门元,88.86,85.88,89.21,92.18,88.6,2023.06.19 16:07:37
澳门元,88.86,85.88,89.21,92.18,88.6,2023.06.19 16:05:57
澳门元,88.84,85.86,89.19,92.16,88.6,2023.06.19 16:02:38
澳门元,88.83,85.85,89.18,92.15,88.6,2023.06.19 15:57:28
澳门元,88.83,85.85,89.18,92.15,88.6,2023.06.19 15:54:12
澳门元,88.84,85.86,89.19,92.16,88.6,2023.06.19 15:53:19
澳门元,88.83,85.85,89.18,92.15,88.6,2023.06.19 15:51:16
澳门元,88.82,85.84,89.17,92.14,88.6,2023.06.19 15:48:13
澳门元,88.81,85.83,89.16,92.13,88.6,2023.06.19 15:47:08
澳门元,88.79,85.81,89.14,92.11,88.6,2023.06.19 15:41:42
澳门元,88.78,85.8,89.13,92.1,88.6,2023.06.19 15:40:12
澳门元,88.8,85.82,89.15,92.12,88.6,2023.06.19 15:39:22
澳门元,88.81,85.83,89.16,92.13,88.6,2023.06.19 15:36:13
澳门元,88.84,85.86,89.19,92.16,88.6,2023.06.19 15:35:34
澳门元,88.85,85.87,89.2,92.17,88.6,2023.06.19 15:34:21
荷兰盾,458.83259,2005.09.02 06:36:44
荷兰盾,453.7073,2005.09.01 06:33:44
荷兰盾,448.99264,2005.08.31 06:55:29
荷兰盾,449.23627,2005.08.30 06:52:24
荷兰盾,451.5201,2005.08.29 04:22:31
荷兰盾,452.05726,2005.08.26 06:40:51
荷兰盾,451.06314,2005.08.25 06:41:05
荷兰盾,449.57651,2005.08.24 06:38:22
荷兰盾,450.11494,2005.08.23 06:44:05
荷兰盾,447.49054,2005.08.22 06:45:01
荷兰盾,447.50862,2005.08.19 06:29:41
荷兰盾,451.2575,2005.08.18 06:39:06
荷兰盾,453.83998,2005.08.17 06:43:48
荷兰盾,454.27255,2005.08.16 06:29:47
荷兰盾,457.63028,2005.08.15 06:48:37
荷兰盾,458.3611,2005.08.12 06:40:16
荷兰盾,455.53717,2005.08.11 06:41:43
荷兰盾,455.50855,2005.08.10 06:37:16
荷兰盾,454.42502,2005.08.09 06:39:36
荷兰盾,453.74189,2005.08.08 06:16:10
韩元牌价,0.5565,0.5369,0.5609,0.5815,0.5583,2023.06.19 16:30:46
韩元牌价,0.5566,0.537,0.561,0.5816,0.5583,2023.06.19 16:28:30
韩元牌价,0.5564,0.5368,0.5608,0.5814,0.5583,2023.06.19 16:17:06
韩元牌价,0.5563,0.5367,0.5607,0.5813,0.5583,2023.06.19 16:14:05
韩元牌价,0.5562,0.5366,0.5606,0.5812,0.5583,2023.06.19 16:09:37
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 16:07:37
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 16:05:57
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 16:02:38
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 15:57:28
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 15:54:12
韩元牌价,0.5562,0.5366,0.5606,0.5812,0.5583,2023.06.19 15:53:19
韩元牌价,0.5562,0.5366,0.5606,0.5812,0.5583,2023.06.19 15:51:16
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 15:48:13
韩元牌价,0.5562,0.5366,0.5606,0.5812,0.5583,2023.06.19 15:47:08
韩元牌价,0.5563,0.5367,0.5607,0.5813,0.5583,2023.06.19 15:41:42
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 15:40:12
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 15:39:22
韩元牌价,0.5561,0.5365,0.5605,0.5811,0.5583,2023.06.19 15:36:13
韩元牌价,0.5562,0.5366,0.5606,0.5812,0.5583,2023.06.19 15:35:34
韩元牌价,0.5563,0.5367,0.5607,0.5813,0.5583,2023.06.19 15:34:21
菲律宾比索,12.79,12.36,12.95,13.52,12.87,2021.07.27 06:54:22
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.27 05:30:00
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.27 05:30:00
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.27 05:30:00
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.27 00:00:05
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 23:21:53
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 23:21:53
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 23:21:53
菲律宾比索,12.81,12.37,12.97,13.54,12.87,2021.07.26 22:51:53
菲律宾比索,12.81,12.37,12.97,13.54,12.87,2021.07.26 22:31:52
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 21:38:54
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 21:35:46
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 21:32:33
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 21:18:21
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 20:40:31
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 20:29:38
菲律宾比索,12.8,12.36,12.96,13.53,12.87,2021.07.26 20:13:03
菲律宾比索,12.79,12.36,12.95,13.52,12.87,2021.07.26 19:35:41
菲律宾比索,12.79,12.36,12.95,13.52,12.87,2021.07.26 18:58:02
菲律宾比索,12.79,12.36,12.95,13.52,12.87,2021.07.26 18:55:02
新西兰元,444.33,430.62,447.45,453.6,443.64,2023.06.19 16:30:46
新西兰元,444.45,430.73,447.57,453.73,443.64,2023.06.19 16:28:30
新西兰元,444.2,430.49,447.32,453.47,443.64,2023.06.19 16:17:06
新西兰元,444.09,430.39,447.21,453.36,443.64,2023.06.19 16:14:05
新西兰元,443.98,430.28,447.1,453.25,443.64,2023.06.19 16:09:37
新西兰元,444.13,430.43,447.25,453.4,443.64,2023.06.19 16:07:37
新西兰元,444.1,430.4,447.22,453.37,443.64,2023.06.19 16:05:57
新西兰元,444.11,430.41,447.23,453.38,443.64,2023.06.19 16:02:38
新西兰元,444.15,430.44,447.27,453.42,443.64,2023.06.19 15:57:28
新西兰元,444.11,430.41,447.23,453.38,443.64,2023.06.19 15:54:12
新西兰元,443.92,430.22,447.04,453.19,443.64,2023.06.19 15:53:19
新西兰元,443.82,430.13,446.94,453.09,443.64,2023.06.19 15:51:16
新西兰元,444.04,430.34,447.16,453.31,443.64,2023.06.19 15:48:13
新西兰元,444.01,430.31,447.13,453.28,443.64,2023.06.19 15:47:08
新西兰元,444.17,430.46,447.29,453.44,443.64,2023.06.19 15:41:42
新西兰元,444.21,430.5,447.33,453.48,443.64,2023.06.19 15:40:12
新西兰元,444.2,430.49,447.32,453.47,443.64,2023.06.19 15:39:22
新西兰元,444.12,430.42,447.24,453.39,443.64,2023.06.19 15:36:13
新西兰元,444.17,430.46,447.29,453.44,443.64,2023.06.19 15:35:34
新西兰元,444.19,430.48,447.31,453.46,443.64,2023.06.19 15:34:21
瑞典克朗,66.74,64.68,67.28,67.6,66.88,2023.06.19 16:05:57
瑞典克朗,66.73,64.67,67.27,67.59,66.88,2023.06.19 16:02:38
瑞典克朗,66.76,64.7,67.3,67.62,66.88,2023.06.19 15:57:28
瑞典克朗,66.75,64.69,67.29,67.61,66.88,2023.06.19 15:54:12
瑞典克朗,66.75,64.69,67.29,67.61,66.88,2023.06.19 15:53:19
瑞典克朗,66.74,64.68,67.28,67.6,66.88,2023.06.19 15:51:16
瑞典克朗,66.73,64.67,67.27,67.59,66.88,2023.06.19 15:48:13
瑞典克朗,66.73,64.67,67.27,67.59,66.88,2023.06.19 15:47:08
瑞典克朗,66.81,64.75,67.35,67.67,66.88,2023.06.19 15:41:42
瑞典克朗,66.8,64.74,67.34,67.66,66.88,2023.06.19 15:40:12
瑞典克朗,66.81,64.75,67.35,67.67,66.88,2023.06.19 15:39:22
瑞典克朗,66.78,64.72,67.32,67.64,66.88,2023.06.19 15:36:13
瑞典克朗,66.79,64.73,67.33,67.65,66.88,2023.06.19 15:35:34
瑞典克朗,66.8,64.74,67.34,67.66,66.88,2023.06.19 15:34:21
瑞典克朗,66.8,64.74,67.34,67.66,66.88,2023.06.19 15:33:57
瑞典克朗,66.8,64.74,67.34,67.66,66.88,2023.06.19 15:33:26
瑞典克朗,66.8,64.74,67.34,67.66,66.88,2023.06.19 15:32:50
瑞典克朗,66.78,64.72,67.32,67.64,66.88,2023.06.19 15:29:49
瑞典克朗,66.82,64.76,67.36,67.68,66.88,2023.06.19 15:28:42
瑞典克朗,66.82,64.76,67.36,67.68,66.88,2023.06.19 15:28:29
意大利里拉,.52221,2005.09.02 06:36:44
意大利里拉,.51637,2005.09.01 06:33:44
意大利里拉,.51101,2005.08.31 06:55:29
意大利里拉,.51129,2005.08.30 06:52:24
意大利里拉,.51388,2005.08.29 04:22:31
意大利里拉,.5145,2005.08.26 06:40:51
意大利里拉,.51336,2005.08.25 06:41:05
意大利里拉,.51167,2005.08.24 06:38:22
意大利里拉,.51229,2005.08.23 06:44:05
意大利里拉,.5093,2005.08.22 06:45:01
意大利里拉,.50932,2005.08.19 06:29:41
意大利里拉,.51359,2005.08.18 06:39:06
意大利里拉,.51652,2005.08.17 06:43:48
意大利里拉,.51702,2005.08.16 06:29:47
意大利里拉,.52084,2005.08.15 06:48:37
意大利里拉,.52167,2005.08.12 06:40:16
意大利里拉,.51846,2005.08.11 06:41:43
意大利里拉,.51842,2005.08.10 06:37:16
意大利里拉,.51719,2005.08.09 06:39:36
意大利里拉,.51641,2005.08.08 06:16:10
丹麦克朗,104.61,101.38,105.45,105.95,104.57,2023.06.19 16:05:57
丹麦克朗,104.6,101.37,105.44,105.94,104.57,2023.06.19 16:02:38
丹麦克朗,104.56,101.33,105.4,105.9,104.57,2023.06.19 15:57:28
丹麦克朗,104.55,101.32,105.39,105.89,104.57,2023.06.19 15:54:12
丹麦克朗,104.55,101.32,105.39,105.89,104.57,2023.06.19 15:53:19
丹麦克朗,104.55,101.32,105.39,105.89,104.57,2023.06.19 15:51:16
丹麦克朗,104.54,101.31,105.38,105.88,104.57,2023.06.19 15:48:13
丹麦克朗,104.53,101.3,105.37,105.87,104.57,2023.06.19 15:47:08
丹麦克朗,104.59,101.36,105.43,105.93,104.57,2023.06.19 15:41:42
丹麦克朗,104.58,101.35,105.42,105.92,104.57,2023.06.19 15:40:12
丹麦克朗,104.6,101.37,105.44,105.94,104.57,2023.06.19 15:39:22
丹麦克朗,104.58,101.35,105.42,105.92,104.57,2023.06.19 15:36:13
丹麦克朗,104.61,101.38,105.45,105.95,104.57,2023.06.19 15:35:34
丹麦克朗,104.64,101.41,105.48,105.98,104.57,2023.06.19 15:34:21
丹麦克朗,104.64,101.41,105.48,105.98,104.57,2023.06.19 15:33:57
丹麦克朗,104.63,101.4,105.47,105.97,104.57,2023.06.19 15:33:26
丹麦克朗,104.64,101.41,105.48,105.98,104.57,2023.06.19 15:32:50
丹麦克朗,104.63,101.4,105.47,105.97,104.57,2023.06.19 15:29:49
丹麦克朗,104.65,101.42,105.49,105.99,104.57,2023.06.19 15:28:42
丹麦克朗,104.65,101.42,105.49,105.99,104.57,2023.06.19 15:28:29
芬兰马克,170.06052,2005.09.02 06:36:44
芬兰马克,168.1609,2005.09.01 06:33:44
芬兰马克,166.41347,2005.08.31 06:55:29
芬兰马克,166.50377,2005.08.30 06:52:24
芬兰马克,167.35024,2005.08.29 04:22:31
芬兰马克,167.54933,2005.08.26 06:40:51
芬兰马克,167.18088,2005.08.25 06:41:05
芬兰马克,166.62988,2005.08.24 06:38:22
芬兰马克,166.82944,2005.08.23 06:44:05
芬兰马克,165.85674,2005.08.22 06:45:01
芬兰马克,165.86344,2005.08.19 06:29:41
芬兰马克,167.25291,2005.08.18 06:39:06
芬兰马克,168.21008,2005.08.17 06:43:48
芬兰马克,168.3704,2005.08.16 06:29:47
芬兰马克,169.61491,2005.08.15 06:48:37
芬兰马克,169.88577,2005.08.12 06:40:16
芬兰马克,168.83912,2005.08.11 06:41:43
芬兰马克,168.82851,2005.08.10 06:37:16
芬兰马克,168.42691,2005.08.09 06:39:36
芬兰马克,168.17372,2005.08.08 06:16:10
法国法郎,154.14638,2005.09.02 06:36:44
法国法郎,152.42452,2005.09.01 06:33:44
法国法郎,150.84062,2005.08.31 06:55:29
法国法郎,150.92246,2005.08.30 06:52:24
法国法郎,151.68972,2005.08.29 04:22:31
法国法郎,151.87018,2005.08.26 06:40:51
法国法郎,151.53621,2005.08.25 06:41:05
法国法郎,151.03677,2005.08.24 06:38:22
法国法郎,151.21766,2005.08.23 06:44:05
法国法郎,150.33598,2005.08.22 06:45:01
法国法郎,150.34205,2005.08.19 06:29:41
法国法郎,151.6015,2005.08.18 06:39:06
法国法郎,152.46909,2005.08.17 06:43:48
法国法郎,152.61442,2005.08.16 06:29:47
法国法郎,153.74246,2005.08.15 06:48:37
法国法郎,153.98798,2005.08.12 06:40:16
法国法郎,153.03927,2005.08.11 06:41:43
法国法郎,153.02966,2005.08.10 06:37:16
法国法郎,152.66564,2005.08.09 06:39:36
法国法郎,152.43614,2005.08.08 06:16:10
